chrom	chrompos	cn.ratio	copy.number
chr4	6677226	4.79924560079815	5
chr4	6731560	7.5491631141875	5
chr4	6786536	5.29010577345858	5
chr4	6844183	4.58853712439816	5
chr4	6898391	4.57047879786805	5
chr4	6955411	6.06346807430196	5
chr4	7011965	3.68607353060498	5
chr4	7066203	5.14222101280673	5
chr4	7123500	6.38696063309959	5
chr4	7177133	5.86544248299175	5
chr4	7229620	7.62297004910647	5
chr4	7282479	5.07215233965315	5
chr4	7333920	4.67654712575546	5
chr4	7386250	3.85609897361692	5
chr4	7438434	4.79046778811618	5
chr4	7492510	4.92784486060625	5
chr4	7542968	7.67298060279221	5
chr4	7594618	4.84157278666931	5
chr4	7647097	5.05626746610671	5
chr4	7698501	8.70645977799092	5
chr4	7749524	5.51775968844591	5
chr4	7801685	7.30716213339998	5
chr4	7855256	6.03661955793931	5
chr4	7909297	4.81756321983638	5
chr4	7966010	5.71878218357324	5
chr4	8021054	7.13959846620217	5
chr4	8074720	5.68738552079156	5
chr4	8127096	4.24225018908343	5
chr4	8180081	5.60020818226098	5
chr4	8232379	8.71394890792799	5
chr4	8284439	6.06796346325578	5
chr4	8336426	4.84790181536949	5
chr4	8390241	5.18699561379436	5
chr4	8448083	3.74496244365969	5
chr4	8505943	5.59475740709194	5
chr4	8559013	5.49314830485863	5
chr4	8611430	3.30406418607894	5
chr4	8680549	6.95968335356313	5
chr4	8732449	4.82492364474881	5
chr4	8785399	4.4806887444837	5
chr4	8855836	5.20490212436009	5
chr4	8906818	4.73088126104312	5
chr4	8984809	3.78607011570763	5
chr4	9119826	6.46805149811624	5
chr4	9386985	5.00390926501879	5
chr4	9498463	5.58223124084464	5
chr4	9607728	4.71843305178529	5
chr4	9719710	5.33372152771922	5
chr4	9801044	7.67732090066511	5
chr4	9854626	6.28839202785975	5
chr4	9907011	5.96521607543478	5
chr4	9960620	5.39226012609402	5
chr4	10013517	5.43725856874879	5
chr4	10066034	7.31455395305615	5
chr4	10116445	5.0798886245559	5
chr4	10167706	4.16965884960987	5
chr4	10218522	2.68281029957455	5
chr4	10269092	5.01900954840383	5
chr4	10320733	5.16484390570448	5
chr4	10373481	4.9586193666471	5
chr4	10430578	3.34773235663223	5
chr4	10484981	5.12299584187301	5
chr4	10541668	6.00438374979134	5
chr4	10594616	6.23185976491112	5
chr4	10646923	4.59243834418916	5
chr4	10700739	6.68344187227553	5
chr4	10752021	5.52712510111902	5
chr4	10811558	4.76125491635731	5
chr4	10869633	4.64305289603813	5
chr4	10921670	5.84042234406492	5
chr4	10973248	5.00488985869136	5
chr4	11026413	4.10829957068924	5
chr4	11087302	5.35337123245878	5
chr4	11142260	3.7827512854674	5
chr4	11203194	5.11827530271299	5
chr4	11260904	5.10310354605853	5
chr4	11313349	6.80193182856411	5
chr4	11365072	3.95448570285237	5
chr4	11425313	4.92221412058729	5
chr4	11477690	4.92364945660429	5
chr4	11531339	5.11056518639462	5
chr4	11593286	4.82537696808151	5
chr4	11644391	4.99801895675696	5
chr4	11701723	5.02304383157728	5
chr4	11753662	4.6732151485945	5
chr4	11814553	5.57474939723175	5
chr4	11867234	4.72467383328155	5
chr4	11918422	4.67832617651645	5
chr4	11974457	3.72446905975663	5
chr4	12028014	5.18229947009885	5
chr4	12080274	4.39703104637229	5
chr4	12137388	5.5649186314699	5
chr4	12190916	4.68919997241525	5
chr4	12243165	4.55501010937964	5
chr4	12296217	4.45049296695043	5
chr4	12356807	3.98195671689119	5
chr4	12412388	5.67647574004467	5
chr4	12470626	5.46573728632645	5
chr4	12526219	4.67319903137628	5
chr4	12577182	3.91213312210886	5
chr4	12630933	5.38914113871119	5
chr4	12684279	4.0752010416463	5
chr4	12736746	6.67994481956766	5
chr4	12796044	7.58334711929303	5
chr4	12849802	4.8845718109077	5
chr4	12901960	4.4671194982457	5
chr4	12958925	5.73375456964525	5
chr4	13011405	4.5731694539615	5
chr4	13063385	3.30852658558246	3
chr4	13115766	3.02738915135847	3
chr4	13171815	2.25809381433666	3
chr4	13224480	3.55540100684249	3
chr4	13278516	2.94713695858353	3
chr4	13331715	2.69507965948611	3
chr4	13385146	3.29510586495172	3
chr4	13444389	3.11412552354558	3
chr4	13495666	2.22842496767889	3
chr4	13546253	3.74735903461483	3
chr4	13599815	2.30393555679804	3
chr4	13652525	3.46684046349715	3
chr4	13708254	3.75909321721968	3
chr4	13764531	2.06134906604334	3
chr4	13823680	2.77910587467015	3
chr4	13875558	3.25296488929488	3
chr4	13926258	1.58607017061693	3
chr4	13979875	2.93313391134547	3
chr4	14038187	2.38972901586255	3
chr4	14090505	5.22119511586367	3
chr4	14140828	2.0698955809151	3
chr4	14196771	3.13439226142839	3
chr4	14253468	4.56443763354832	3
chr4	14304529	3.12176637304521	3
chr4	14356334	2.62875122298267	3
chr4	14408629	3.99416566699754	3
chr4	14465768	2.82963599434426	3
chr4	14526396	3.79679086796767	3
chr4	14581585	3.08700889853121	3
chr4	14633586	3.90613390029446	3
chr4	14691086	3.21884614980047	3
chr4	14747230	4.37021531965375	3
chr4	14806317	3.47770745251728	3
chr4	14859690	2.96934653644515	3
chr4	14911046	3.74249940105008	3
chr4	14966368	2.28994191546635	3
chr4	15017386	4.10586878697626	3
chr4	15068526	3.11115166255254	3
chr4	15124212	3.5489530246081	3
chr4	15183972	2.78136198659878	3
chr4	15236951	2.72233647368014	3
chr4	15295785	2.72220642151698	3
chr4	15347169	3.52540117637887	3
chr4	15400091	3.01406358072535	3
chr4	15451059	4.5582037125128	3
chr4	15503034	3.10295094959083	3
chr4	15556496	2.40563452020585	3
chr4	15608833	2.3988455560974	3
chr4	15664983	3.50624999562289	3
chr4	15718797	4.62984888913167	3
chr4	15772828	4.05581994004762	3
chr4	15830848	4.24764994250327	3
chr4	15891630	4.09134545505586	3
chr4	15943707	4.41537295843565	3
chr4	15998261	3.24319823540106	3
chr4	16051061	3.29749776899525	3
chr4	16105128	3.60984223148237	3
chr4	16157129	1.61962966419735	3
chr4	16209012	2.38766711828745	3
chr4	16261638	3.78407538393808	3
chr4	16315035	2.19510792698896	3
chr4	16367704	3.60348604380656	3
chr4	16431459	2.78293331473932	3
chr4	16484539	3.82744253386769	3
chr4	16535607	3.73202034600738	3
chr4	16593745	3.27633525512037	3
chr4	16651337	2.44405907188972	3
chr4	16702450	2.28173746275106	3
chr4	16754033	2.55139812954383	3
chr4	16806783	2.86916825978546	3
chr4	16859138	2.89898550830265	3
chr4	16911778	3.54393048284187	3
chr4	16971496	2.53897376786567	3
chr4	17029612	3.60034380171194	3
chr4	17082692	4.47276219889128	3
chr4	17134983	3.15794766707159	3
chr4	17188890	2.81622439760101	3
chr4	17242919	3.57030456937958	3
chr4	17295192	3.85061349327196	3
chr4	17348465	2.36047264269654	3
chr4	17402756	3.42471294461982	3
chr4	17458491	3.03618707182954	3
chr4	17513995	3.51492055137402	3
chr4	17570338	2.51234195808189	3
chr4	17627303	3.60032279746041	3
chr4	17685819	2.83773531471569	3
chr4	17746024	3.42259103882523	3
chr4	17802301	2.99292196191333	3
chr4	17857383	3.23802744639511	3
chr4	17910227	3.35743709028038	3
chr4	17963339	3.33685292962605	3
chr4	18016266	2.75516745571917	3
chr4	18067555	3.04754015613522	3
chr4	18126080	3.28038029704966	3
chr4	18182502	2.33405182911833	3
chr4	18237902	2.94655394302791	3
chr4	18295440	3.42787641124415	3
chr4	18349209	3.38058793309118	3
chr4	18401046	2.92720055023821	3
chr4	18453818	2.56982617066119	3
chr4	18513005	3.77583274384034	3
chr4	18569617	3.76142810344122	3
chr4	18628501	3.52160462496245	3
chr4	18680508	3.19614687852158	3
chr4	18733336	2.48511594154068	3
chr4	18784739	3.26247633020386	3
chr4	18836584	3.13601758072155	3
chr4	18888803	3.88744976183791	3
chr4	18940633	3.66017237258208	3
chr4	18993355	2.42028761031997	3
chr4	19046914	3.09699098900096	3
chr4	19107126	3.27924198901074	3
chr4	19158491	2.44675472067752	3
chr4	19211821	2.77600622561285	3
chr4	19264761	3.65594698843536	3
chr4	19317346	2.4783743685937	3
chr4	19373069	2.40091202646923	3
chr4	19430159	2.61417559955322	3
chr4	19483228	2.83232751833598	3
chr4	19536846	3.22747930001486	3
chr4	19588595	4.84869128046548	3
chr4	19645568	2.94326718676835	3
chr4	19699725	4.76817848923203	3
chr4	19754104	2.69864603168418	3
chr4	19807091	2.72546277715545	3
chr4	19859733	2.63120123758204	3
chr4	19915149	2.68189246504856	3
chr4	19973769	2.07566593051533	3
chr4	20026725	3.63472330495352	3
chr4	20078333	3.91829083707711	3
chr4	20134644	2.49380294704933	3
chr4	20188303	3.53642167390112	3
chr4	20240745	2.7644901660747	3
chr4	20291313	3.34300983299992	3
chr4	20343022	3.05209193837126	3
chr4	20394486	3.39675227847104	3
chr4	20446276	2.32452398926684	3
chr4	20498186	2.74105806974331	3
chr4	20550787	4.09884524492635	3
chr4	20602822	2.8872644977921	3
chr4	20660145	3.57463939237951	3
chr4	20719504	2.22447630429804	3
chr4	20778429	3.76048021982643	3
chr4	20831188	2.79081163640427	3
chr4	20884011	2.59124747090535	3
chr4	20937100	1.90139472608193	3
chr4	20990851	2.67158387598357	3
chr4	21043328	3.49685059404387	3
chr4	21098935	2.73252648183986	3
chr4	21156689	2.80612994209544	3
chr4	21215267	3.07993339449694	3
chr4	21270970	3.37243120028691	3
chr4	21322921	3.08246122539713	3
chr4	21378054	3.08335895403817	3
chr4	21430842	2.58159720176959	3
chr4	21486291	2.17449487767307	3
chr4	21538505	2.87585664684561	3
chr4	21590348	3.04550138935323	3
chr4	21643287	2.32610705735193	3
chr4	21696796	2.65770497207778	3
chr4	21748694	2.48212642996904	3
chr4	21803079	2.91484176820137	3
chr4	21857353	1.87850874288175	3
chr4	21909563	3.40203746555125	3
chr4	21962376	3.44522798750456	3
chr4	22017857	2.63714102779123	3
chr4	22074633	2.54733141628886	3
chr4	22132665	3.2323897084778	3
chr4	22191706	3.31175929226878	3
chr4	22247198	3.83231169007316	3
chr4	22303234	2.63329377647771	3
chr4	22361667	3.6085678297019	3
chr4	22415404	3.4544603020975	3
chr4	22468503	3.07623345286727	3
chr4	22522774	3.30850166007842	3
chr4	22576468	3.07635016678303	3
chr4	22640010	2.96972218012244	3
chr4	22691968	4.02308081195061	3
chr4	22745299	3.3769057034647	3
chr4	22798627	3.21303177494596	3
chr4	22851456	3.18264453975673	3
chr4	22910320	3.28832579098576	3
chr4	22962644	3.78656607272511	3
chr4	23014370	3.35361756724103	3
chr4	23065921	2.73317597227664	3
chr4	23119598	3.20283239207886	3
chr4	23171297	2.54580731235944	3
chr4	23224077	3.23332766785804	3
chr4	23275276	3.38308255915597	3
chr4	23326850	2.02735407102065	3
chr4	23378146	3.99517909555289	3
chr4	23431107	3.91853439861268	3
chr4	23483955	3.4606675049173	3
chr4	23536131	2.81617839475934	3
chr4	23589376	2.23307439901556	3
chr4	23652477	2.70421101325502	3
chr4	23704084	3.35986712846848	3
chr4	23760758	2.70709567784007	3
chr4	23815156	4.77826201912551	3
chr4	23866464	2.61937703705222	3
chr4	23917969	2.8806018301322	3
chr4	23968865	3.5445140170807	3
chr4	24020192	2.76784034435591	3
chr4	24071283	3.56242940138365	3
chr4	24122406	4.48317704517499	3
chr4	24174387	1.99469684618281	3
chr4	24227650	3.14953550537814	3
chr4	24278904	3.37748016907283	3
chr4	24334933	3.84420946927312	3
chr4	24393276	4.03736229387456	3
chr4	24446341	2.22221795256888	3
chr4	24498879	3.24802238138723	3
chr4	24556803	2.9883034159344	3
chr4	24610797	2.75725780320776	3
chr4	24666232	2.60401745370958	3
chr4	24718725	3.59082439161147	3
chr4	24771489	4.1996608310902	3
chr4	24823282	3.72492127076678	3
chr4	24875882	3.54191969355773	3
chr4	24927962	3.20293360565821	3
chr4	24986900	3.65098120674868	3
chr4	25039395	3.33295327441905	3
chr4	25092160	2.34304514646142	3
chr4	25145418	3.09647265804907	3
chr4	25199141	3.54331646085099	3
chr4	25259754	2.64898799133983	3
chr4	25316362	3.02505213875081	3
chr4	25370603	3.47779285246205	3
chr4	25422887	2.32186423749251	3
chr4	25477525	3.0978084144774	3
chr4	25535440	3.21078621547042	3
chr4	25594991	2.37210657336606	3
chr4	25655939	2.93936455413957	3
chr4	25713790	2.69093540696447	3
chr4	25771664	5.86131204700881	3
chr4	25825286	2.05034383151808	3
chr4	25878858	2.11326286775602	3
chr4	25931850	2.86160723302475	3
chr4	25986053	2.81112792358307	3
chr4	26039652	2.61972455978469	3
chr4	26092525	2.69854153603991	3
chr4	26144787	4.25532777946612	3
chr4	26202950	4.43362536425827	3
chr4	26258543	2.50363856859708	3
chr4	26315515	4.28335028118034	3
chr4	26371599	2.56026740019517	3
chr4	26425295	4.38331060073552	3
chr4	26478066	3.42504147847565	3
chr4	26532219	2.76902798218235	3
chr4	26590294	2.65902619196387	3
chr4	26658169	2.8589496334681	3
chr4	26717044	2.25778697402622	3
chr4	26769146	2.62901478696991	3
chr4	26823744	3.70990171748779	3
chr4	26876083	1.91475421283016	3
chr4	26932685	2.69162467783084	3
chr4	26987827	3.53286109075016	3
chr4	27040028	2.22620380269175	3
chr4	27098458	2.19025221800329	3
chr4	27153734	3.04979716818769	3
chr4	27206365	2.59143816773238	3
chr4	27262885	2.69865380304617	3
chr4	27314709	3.358731004673	3
chr4	27365706	3.15133206737714	3
chr4	27425960	3.45369313609861	3
chr4	27478582	2.94273382827164	3
chr4	27533279	3.14638366377131	3
chr4	27585323	2.72293754566236	3
chr4	27636493	2.88412617953937	3
chr4	27687707	3.32054645015134	3
chr4	27740024	3.31372573576227	3
chr4	27791979	4.19795866983668	3
chr4	27844528	4.0115090896174	3
chr4	27896065	1.98993697960659	3
chr4	27947060	3.77122508568613	3
chr4	28002832	2.89877226815715	3
chr4	28055555	3.10819353204477	3
chr4	28110757	3.40949013536878	3
chr4	28163960	2.74124410824796	3
chr4	28215928	3.06857247951337	3
chr4	28268144	3.054319087438	3
chr4	28325043	2.36787850761621	3
chr4	28376405	2.53261423238301	3
chr4	28432790	4.00351165854403	3
chr4	28484992	3.02319707333317	3
chr4	28539861	2.84679322136432	3
chr4	28591713	3.24003724790561	3
chr4	28643663	4.90360277805773	3
chr4	28694432	2.56568588500298	3
chr4	28747752	1.90955956977367	3
chr4	28798792	2.88181418118619	3
chr4	28850853	3.0319869045601	3
chr4	28907527	2.70650393068543	3
chr4	28959321	2.63213832444571	3
chr4	29011399	2.49841610057993	3
chr4	29062832	3.2056731111838	3
chr4	29113524	2.61829357980478	3
chr4	29167555	2.56480425814246	3
chr4	29218194	4.09193497303922	3
chr4	29273538	2.98685915601601	3
chr4	29325737	3.40707653370402	3
chr4	29378198	3.34692626991453	3
chr4	29430325	4.87995138234211	3
chr4	29483398	5.05637419922634	3
chr4	29536413	2.27728889406835	3
chr4	29590827	3.79961909279009	3
chr4	29644007	2.69405583124089	3
chr4	29698723	2.49417380862816	3
chr4	29751444	3.23522949513681	3
chr4	29803729	2.93212551323903	3
chr4	29857930	3.00990890838523	3
chr4	29913317	3.78179176703901	3
chr4	29968773	3.28359734575844	3
chr4	30020273	3.98097424429394	3
chr4	30075161	3.42698886111026	3
chr4	30128969	3.55130586692785	3
chr4	30181677	2.79379986931822	3
chr4	30235460	4.12096078115541	3
chr4	30289681	2.61988406048547	3
chr4	30342121	4.10143123381986	3
chr4	30393939	2.99739361755931	3
chr4	30445841	2.57434356899092	3
chr4	30496935	3.1770344666324	3
chr4	30550014	2.46368830028357	3
chr4	30601869	3.2342701226256	3
chr4	30654821	2.77594263734127	3
chr4	30707354	1.68379940012987	3
chr4	30758226	2.05199376017689	3
chr4	30810371	2.78046481837543	3
chr4	30860738	2.85840819550574	3
chr4	30916542	2.89563263313476	3
chr4	30968963	2.81054241113348	3
chr4	31020834	2.70655935116971	3
chr4	31072505	2.63711331967439	3
chr4	31125424	2.42494366124273	3
chr4	31177666	3.46047556271316	3
chr4	31231776	3.31358342726542	3
chr4	31284740	4.52607669211513	3
chr4	31336459	3.38898672082881	3
chr4	31389023	2.92880629812383	3
chr4	31444110	3.47167908677091	3
chr4	31497009	2.49536539936045	3
chr4	31550368	2.81181387341483	3
chr4	31601714	1.669508569229	3
chr4	31652876	2.80974715483083	3
chr4	31705470	2.22593809439019	3
chr4	31758076	4.47267386873018	3
chr4	31809955	2.44484640567297	3
chr4	31878218	3.03622895379544	3
chr4	31931103	1.93314575171424	3
chr4	31983225	2.73138036725547	3
chr4	32037252	3.84165657680163	3
chr4	32089857	2.38146866763654	3
chr4	32141991	2.62767109325378	3
chr4	32194932	2.79321857955662	3
chr4	32247189	2.88236188630906	3
chr4	32299402	2.83201914786226	3
chr4	32350827	3.76930990401823	3
chr4	32407874	3.78304257631859	3
chr4	32461517	3.09550691005238	3
chr4	32513319	3.09053920231959	3
chr4	32567055	2.66835766785672	3
chr4	32617862	3.76195218540846	3
chr4	32673165	3.06026539474853	3
chr4	32726239	2.80514675304089	3
chr4	32778241	2.57553576063364	3
chr4	32830599	3.02031106893775	3
chr4	32889953	3.33525987232394	3
chr4	32944358	3.24965003632995	3
chr4	32996001	2.84259159478701	3
chr4	33050914	1.85700862843071	3
chr4	33101388	3.30696335060254	3
chr4	33153496	3.40058630579619	3
chr4	33205546	3.28123122061673	3
chr4	33259707	3.77053209769467	3
chr4	33313354	2.00482941616981	3
chr4	33364827	2.42481673121526	3
chr4	33417000	2.42876148283254	3
chr4	33469284	2.26427580217598	3
chr4	33520991	2.16280680682463	3
chr4	33574401	0.908571047244063	1
chr4	33626707	1.04094970666982	1
chr4	33680441	1.9950724964773	1
chr4	33732927	0.895855498364933	1
chr4	33787405	1.26237247422177	1
chr4	33843495	1.47704204279499	1
chr4	33903217	1.48785580592781	1
chr4	33953762	0.60551876292071	1
chr4	34012019	0.582965356806535	1
chr4	34064840	0.710987465274852	1
chr4	34116837	1.07149576486157	1
chr4	34167966	1.28383977421675	1
chr4	34220758	1.04313736396151	1
chr4	34274937	1.02674295096289	1
chr4	34326949	1.12254167343544	1
chr4	34380020	0.413461918381292	1
chr4	34431734	0.685089119287337	1
chr4	34489515	1.00422406001283	1
chr4	34543116	1.04992962143776	1
chr4	34595135	0.858498373999285	1
chr4	34649725	1.25869342399605	1
chr4	34703923	0.771631094564493	1
chr4	34756046	0.901790412826395	1
chr4	34809114	0.462594237207577	1
chr4	34861577	0.704885803880413	1
chr4	34915355	1.68565348806951	1
chr4	34966381	2.4044732115429	1
chr4	35017701	1.18921184479767	1
chr4	35071029	0.415702248569048	1
chr4	35125551	0.947230837036028	1
chr4	35178447	0.796195344020361	1
chr4	35231742	0.825514422132985	1
chr4	35283585	1.29224751404384	1
chr4	35339875	1.4165403378732	1
chr4	35393526	0.972618058607738	1
chr4	35447145	0.711337637165079	1
chr4	35498521	0.922833190774775	1
chr4	35549788	0.575911550200495	1
chr4	35601985	1.17520461885286	1
chr4	35657679	0.555087400053062	1
chr4	35715592	0.845584748219844	1
chr4	35767063	0.959047242650479	1
chr4	35818784	0.800103110882281	1
chr4	35874825	0.538971067085585	1
chr4	35926742	0.740351262427985	1
chr4	35978558	0.884837190804291	1
chr4	36030249	0.836837020407001	1
chr4	36082569	1.51414295905731	1
chr4	36133468	0.919502318564061	1
chr4	36184937	0.622660339621879	1
chr4	36236299	1.19422722543149	1
chr4	36288182	0.734689501550837	1
chr4	36340117	1.04113581494722	1
chr4	36395532	1.06413894222498	1
chr4	36452218	1.17978942812895	1
chr4	36505650	1.00949294503443	1
chr4	36557712	1.60714894174536	1
chr4	36614360	0.619301428998697	1
chr4	36670108	1.02161864270037	1
chr4	36723973	0.89110207443035	1
chr4	36776201	2.22832960088103	1
chr4	36830691	1.15883298599126	1
chr4	36886269	0.87880272576592	1
chr4	36945072	1.63881769879696	1
chr4	37001208	0.535198664869924	1
chr4	37056646	1.09072890798103	1
chr4	37111310	2.07863553026025	1
chr4	37163954	0.786547002129405	1
chr4	37216826	0.840532783061771	1
chr4	37267908	1.10079792786314	1
chr4	37325220	1.43334338296722	1
chr4	37381245	1.23038420727456	1
chr4	37438915	0.85149027099319	1
chr4	37491078	1.04343702075782	1
chr4	37547686	1.18173797505439	1
chr4	37607321	1.2991647824376	1
chr4	37661095	1.48123451738803	1
chr4	37717506	0.897247812204267	1
chr4	37771396	1.47927637010552	1
chr4	37827997	0.972746141886044	1
chr4	37882758	0.519842949647015	1
chr4	37937977	0.724769371686939	1
chr4	37998267	0.706563491020274	1
chr4	38052295	1.55172645634768	1
chr4	38105357	0.912620706486308	1
chr4	38156787	1.80454776157068	1
chr4	38209792	1.40452852605211	1
chr4	38264912	0.561562902048627	1
chr4	38319787	1.11626160324399	1
chr4	38373581	1.19196818823152	1
chr4	38427062	1.19189377886332	1
chr4	38494143	0.970913238521169	1
chr4	38548230	0.631597442140346	1
chr4	38602130	1.38167974110391	1
chr4	38658950	1.2128912200829	1
chr4	38710895	1.20685853336973	1
chr4	38766818	0.632654915530665	1
chr4	38822390	0.7629828490118	1
chr4	38881572	1.3854584327509	1
chr4	38937189	1.16778081645231	1
chr4	38991831	0.946584439506883	1
chr4	39050240	1.01135725692551	1
chr4	39104153	1.06894018629873	1
chr4	39160885	1.08715072456616	1
chr4	39215880	1.57262443060725	1
chr4	39275966	1.03274183571989	1
chr4	39330859	1.04992849178828	1
chr4	39389608	0.559807287359595	1
chr4	39450068	1.33329639491947	1
chr4	39508285	1.25830134738735	1
chr4	39568541	0.970518143586225	1
chr4	39632587	1.3482165649941	1
chr4	39697898	1.45663706941874	1
chr4	39758409	1.18141408222444	1
chr4	39822329	1.3283344457122	1
chr4	39878854	0.579103490406053	1
chr4	39934970	1.09467314643524	1
chr4	39998052	1.39688526111811	1
chr4	40064455	1.28865841548747	1
chr4	40124236	1.21489089042503	1
chr4	40183180	0.905389157958548	1
chr4	40237815	1.06420990249406	1
chr4	40297284	1.03422712179821	1
chr4	40352476	1.07157744113017	1
chr4	40410657	0.662533576364504	1
chr4	40467351	1.039731941105	1
chr4	40525674	1.15399404418849	1
chr4	40587151	1.09735781675501	1
chr4	40647930	0.850522210377038	1
chr4	40710237	1.81546911539836	1
chr4	40771242	0.602168348625178	1
chr4	40827597	1.58961425554771	1
chr4	40882287	0.628033897443383	1
chr4	40937532	1.10573629560671	1
chr4	40991885	1.12476300201335	1
chr4	41047049	1.08313866147775	1
chr4	41102401	1.21586194939611	1
chr4	41158214	0.820416943137543	1
chr4	41210816	0.860758537292856	1
chr4	41265708	1.03917960028734	1
chr4	41327651	0.942026900179859	1
chr4	41385100	0.783376233128585	1
chr4	41440879	0.562167993346763	1
chr4	41496002	1.13507493131703	1
chr4	41547932	0.733996193965867	1
chr4	41599639	1.0100602231178	1
chr4	41650834	1.10163002057115	1
chr4	41702616	1.35934872013007	1
chr4	41754721	1.67106750576258	1
chr4	41807133	0.706380877862883	1
chr4	41859849	1.3575355809387	1
chr4	41918716	0.867972398032768	1
chr4	41973100	1.50296247468342	1
chr4	42027030	0.738557837588398	1
chr4	42085963	1.73316643325312	1
chr4	42141279	1.11150925044957	1
chr4	42195486	0.815087519771969	1
chr4	42253123	1.39949494758691	1
chr4	42313987	0.815899870493276	1
chr4	42370762	1.36161499616639	1
chr4	42424903	0.989217959549451	1
chr4	42478291	0.428706336082366	1
chr4	42531009	1.42173088961151	1
chr4	42587357	1.53719081335282	1
chr4	42639613	1.25816498089436	1
chr4	42692177	1.46778834718873	1
chr4	42749202	1.1527932109051	1
chr4	42806119	1.05864863979368	1
chr4	42858872	0.908506206260212	1
chr4	42910027	0.67709101258956	1
chr4	42961096	1.46467991270361	1
chr4	43015758	0.850926149553777	1
chr4	43068052	0.845464480566107	1
